environment,click,down,left,resets,right,up
S2KT7,7.0,0.6666666666666666,3.0,1.6666666666666667,2.0,1.3333333333333333
27VWC,20.666666666666668,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333
KFQYT,6.333333333333333,4.666666666666667,2.3333333333333335,2.0,2.0,2.6666666666666665
B58F3,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,4.666666666666667,1.6666666666666667
NRDF6,13.0,1.0,0.6666666666666666,4.666666666666667,0.3333333333333333,0.0
6JKKA,5.0,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.6666666666666665
K8MTQ,7.666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
T5F9B,22.333333333333332,0.0,0.6666666666666666,4.0,1.6666666666666667,0.6666666666666666
N59TE,22.333333333333332,2.0,1.6666666666666667,4.0,2.0,2.3333333333333335
76Z75,6.333333333333333,3.6666666666666665,8.333333333333334,10.0,4.333333333333333,3.0
NF5VZ,8.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.0
236VK,2.6666666666666665,1.6666666666666667,3.0,0.6666666666666666,1.6666666666666667,2.6666666666666665
DQ8GC,0.6666666666666666,4.0,0.6666666666666666,0.6666666666666666,4.666666666666667,1.0
QM9XB,11.333333333333334,1.0,1.0,0.3333333333333333,4.0,1.3333333333333333
6JVMF,2.0,1.0,1.6666666666666667,1.0,2.6666666666666665,2.0
27JBD,12.333333333333334,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666
VQJH6,10.0,1.0,1.6666666666666667,2.0,2.0,2.6666666666666665
QQM74,9.666666666666666,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0
7XF97,14.333333333333334,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333
BT3GB,4.0,2.6666666666666665,3.0,0.6666666666666666,2.3333333333333335,1.3333333333333333
BT2KZ,7.666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
B8AKZ,4.0,4.666666666666667,8.333333333333334,0.3333333333333333,4.666666666666667,2.3333333333333335
9F8AJ,4.333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0
4CKC2,7.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0
7WWW9,4.0,2.6666666666666665,3.6666666666666665,1.0,7.666666666666667,2.0
N2NTD,4.666666666666667,2.0,4.0,0.3333333333333333,2.3333333333333335,2.0
BY2Q7,24.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333
4T8TR,7.333333333333333,1.0,1.3333333333333333,2.0,2.0,1.6666666666666667
YS322,14.333333333333334,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333
WHGHP,2.0,3.3333333333333335,3.6666666666666665,5.666666666666667,7.333333333333333,4.333333333333333
EAHCW,16.666666666666668,1.0,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333
83WKQ,11.666666666666666,1.6666666666666667,4.0,4.0,6.0,2.6666666666666665
3J4Z7,16.0,1.0,1.0,3.6666666666666665,0.3333333333333333,0.6666666666666666
QDHS3,1.0,3.0,1.0,0.3333333333333333,2.3333333333333335,1.0
VA6FQ,17.333333333333332,1.3333333333333333,1.6666666666666667,3.0,2.0,1.0
7VKTD,2.0,1.0,4.0,0.0,2.3333333333333335,3.6666666666666665
set,9.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
XHGKQ,16.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.3333333333333333
F5W3N,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335
JXQAW,34.0,0.0,1.0,7.666666666666667,0.3333333333333333,1.3333333333333333
4N7BB,9.666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
NTQ4Y,12.666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0
DGG2C,10.666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
