claude-4-sonnet,gemini-2.5-flash,gemini-2.5-pro,human,o3,qwen3-235b-a22b-thinking-2507
1.0,0.9813777059693543,0.9684669287999,0.8317318752058669,0.9448450487167137,0.9693100698177198
0.8578818488982144,0.938926824046968,0.8875886528974837,0.8324191569211504,0.883677614739315,0.7919454532949413
1.0,0.9667494054465825,0.8578891360373916,0.8094865153266393,0.9387878383774032,0.8759954772284066
0.9770496508090009,0.935548828203586,0.744344178101657,0.7592402080466706,0.9370250302460873,0.996329385828077
0.8010412163473933,0.9537095484234807,0.7588008209340723,0.8750137229892023,0.9614455265380305,0.6135417499994356
0.9668092576260181,0.9469374167103934,0.8675111188427396,0.7164505809288815,0.9658976449618315,0.9263410319525868
0.9540062595734704,0.9868307135172496,0.963321797487362,0.8487542227579595,1.0,0.9512212585414507
0.9248945950271317,0.9957106781186548,0.9155645957186432,0.8551500485136108,0.9468005271230462,0.9208284670728542
0.9967793436506683,0.7502272354309779,0.8903000638029802,0.9020111137933107,0.9204971450391385,0.9554932592114511
0.8561777659943853,0.9599293978011012,0.9139747255491857,0.7783891883118101,0.8821127997093807,0.8103262922977565
0.8930195564925687,0.9110741549238947,0.8077170715306089,0.6872961855995101,0.9802108882568863,0.7799641681677884
0.8668757025902858,0.6946765896601006,0.7462729393567713,0.6999371807257225,0.866757674842834,0.8968874796660975
0.8671101272241625,0.88527048073244,0.8764056272476219,0.6541867526586468,0.921740676998227,0.8573095253346686
0.7183197636710036,0.8782259729218972,0.8315485377998999,0.6690131048571091,0.9597848608737932,0.6162352314942674
0.7983753971278832,0.8648576378467173,0.9008201843493754,0.7624210633097996,0.9764031946090664,0.8630765122407679
0.3701424935106707,0.9870660321626389,0.8469474794475557,0.7352197787744963,0.8761150744502189,0.8037492570262611
0.973311327536602,0.9884295805353004,0.9140136766561345,0.8745126665895184,0.974654245301447,0.6737769876632297
0.7786993150309751,0.8909531140259158,0.9372405566748551,0.7933853701232799,0.9005875360345766,0.9512794654471087
0.8880303153336436,0.9137787486836803,0.803247536414105,0.7599995855993734,0.98001707460828,0.8995385594166478
0.9790132796749411,0.9846918969221173,0.8351412318321829,0.6978237811260385,0.9548480008120612,0.8455159845715082
1.0,0.7415145294539238,0.970222706863864,0.9306116176674366,0.9982127825494395,0.9566968420926455
0.9388233102357605,0.9815773303234191,0.8389736273314813,0.7978189716716544,0.9051797433390402,0.8894706887606696
0.9736878689952083,0.883520232420708,0.850549021862262,0.8069451990998299,1.0,0.7664419406191825
0.9898969379998994,0.9832622992618804,0.8506579544902504,0.8784995328157845,0.9870020549050144,0.8414840307991639
0.7232613837863693,0.8493420704706839,0.8188909428346841,0.7591682726209209,0.844275104825592,0.8583877263388322
0.8501420841640049,0.9694289313307518,0.9498983249676142,0.7603742478987553,0.9546839249618276,0.8544171337242165
1.0,0.9350126556636628,0.8767948916741999,0.8480707145489679,0.8917032576600302,0.7245119068187592
0.989294041998558,0.9779109577243675,0.9734284161833512,0.8948282564555553,0.9785951222988668,0.9433910018171646
0.9530256517731533,0.8768608632974044,0.8687650191091573,0.8630050377801449,0.9646996570251085,0.8833238339161977
0.853217103856141,0.9007804533090221,0.8719133671567572,0.8138503052067607,0.9219761884775332,0.9289582493209538
0.969045259540709,0.9843139701231584,0.9284352134023509,0.865002764388366,0.9923974153997176,0.9147527819438821
0.8683717931379769,0.9077845048916618,0.8695139461107857,0.6969532860441396,0.9292317744716239,0.8229217008781126
0.9025317510055665,0.9492976228164643,0.9695604386891473,0.8480416315837169,0.9588698551749792,0.9011958753387869
0.6623377224476362,0.4841703366277709,0.981646929140385,0.8115949301433257,0.9708094096262764,0.5955305046916881
0.9124911974844112,0.8646378831247761,0.9069391742718933,0.8290027387422743,0.9758176308398774,0.8911178825985605
0.750414860230547,0.7764709285384576,0.8492052932405535,0.89109045775206,0.9410943699924958,0.7161721048519832
0.9525324159834518,0.9691555575477436,0.9023555467794276,0.7808046886658614,1.0,0.9248182599930358
0.9951224864878702,0.9834752975455782,0.7942830509358808,0.8554831249076084,0.9696827977612449,0.48668772520591996
0.797443309499006,0.9870020549050144,0.695592891775436,0.7967504624456042,0.9217215948087306,0.9359654458571608
0.9616984792358524,0.9726915995240025,0.9590772874518091,0.8950486592470307,0.9209541165264161,0.9365375453986623
0.9987002054905014,0.9908234645701924,0.9376175340338139,0.8624873067852035,0.9852689955590163,0.966754987897807
0.9601421558781339,0.9921343982030221,0.9678793713832684,0.8842158402249277,0.9871693325988321,0.8123549119685275
0.7189240479318109,0.8047773320732242,0.7717951210166344,0.793924502173383,0.999024497297574,0.6804203527735088
