claude-4-sonnet,gemini-2.5-flash,gemini-2.5-pro,human,o3,qwen3-235b-a22b-thinking-2507
1.0,0.9779763149684619,0.8958962031935783,0.7881783960447224,1.0,0.9182551168677744
0.9124624453939209,0.895804525661601,0.9549730938506005,0.7845436756594881,0.7526114102106952,0.7995525753954723
1.0,0.9662807557312462,0.8787025797891582,0.7629685969636291,0.963379452523117,0.7221331939505172
0.9285976992433639,0.6666666666666666,0.5497949628220392,0.8078054653970599,0.9539987585618838,0.9632938582807699
0.7497338211221711,0.9646132974752044,0.6920644580253942,0.7864169654111245,0.9515881171164148,0.5150911227875762
0.9318930964557601,0.9310682149764888,0.8714479519862305,0.7612854290695924,1.0,0.5920699460195821
0.938345302870968,0.9648819027126658,0.9714045207910317,0.8009866161488771,1.0,0.9114098425932028
0.8508918179808066,0.9714045207910317,0.9187420441759239,0.80666222114049,0.9145233393562594,0.8633897535393666
1.0,0.9836849690149313,0.8906537306694448,0.8373708877367647,0.9440329000779458,0.9999999999999999
0.814327157087391,1.0,0.911652643405235,0.8513387606160299,0.8752190935994735,0.6380711874576984
0.9467862613806539,0.9170436701570832,0.7177876834333815,0.7392426701536484,1.0,0.6785272351095746
0.9577917482864283,0.5635169296587165,0.7295504505915152,0.6342755831340697,0.9398817934225471,0.9215370706136374
0.8738772565585523,0.9118602558063378,0.8796734291289475,0.5778545282333392,0.8968794314498721,0.8572581982553927
0.6614170201798825,0.9958889916674725,0.660765832015787,0.7065762094182614,0.9801835963253831,0.6334597876281908
0.8790113827537231,0.9174474117167145,0.9790250618747257,0.7652383826081839,0.9265877165615399,0.6493848884661177
0.4287906881369088,1.0,0.7640146513092971,0.6048322464307252,0.9632938582807699,0.8333160999663942
0.8742430544802255,0.9582432123328676,0.8842303736102736,0.8208405855068643,0.9771236166328253,0.774009919627805
0.8440725144001776,0.9151260718281438,0.915911066200362,0.8099071793432725,0.940455735015306,0.9479924559328089
0.8335748690308544,0.8688792508013686,0.7814570381386212,0.7745850269005995,0.9779490674266992,0.8707243855275465
0.9765879351417772,0.9632938582807699,0.9368675269149653,0.6428640958317307,0.9310682149764888,0.5
1.0,0.9224767082290124,0.975887556184437,0.8571797903455285,1.0,0.9398817934225471
0.8377458075478552,0.9765879351417772,0.6883218027625829,0.7382649573602251,0.7928299775374112,0.7390452721350588
0.967666017360771,0.8920572879547635,0.7364870068981976,0.8237179554696834,1.0,0.6121700779118496
0.9557128351792298,0.9398817934225473,0.6106694610718328,0.7291954342805865,1.0,0.8102168648010527
0.5825287844518264,0.8947101705841788,0.8157997051895581,0.7416186377979531,0.8106992895629354,0.9160986599014663
0.9012017448536204,0.9232789011522037,0.9539987585618839,0.6544793146305298,0.8806362844408132,0.672215781566942
1.0,0.8242192762988259,0.8707035664713667,0.8344687427739861,0.7865279439632581,0.6733665134382556
1.0,0.9765879351417772,1.0,0.8394553328735986,0.9801835963253831,0.9190186327916249
0.9538246278684314,0.8222331295254075,0.8538506927590586,0.8464178937912376,0.9404557350153059,0.8422645780143274
0.8367389195591981,0.7836568111903216,0.8379794729826511,0.7917978227856534,0.9204993376562739,0.9006918164593493
1.0,1.0,0.9584191159945922,0.7908426580487432,1.0,0.8584089876942453
0.9348219074514258,0.9233199359403983,0.8512912097697608,0.640587940904051,0.9320939463113826,0.6249098789995342
0.900335010722071,0.9765879351417772,0.9765879351417772,0.8239246544659647,0.9785447341800108,0.7716948600244291
0.8182102917585663,0.7148853701636961,1.0,0.7808540755069677,0.9182551168677744,0.6466948600244291
0.8710645755989027,0.7704842143435848,0.8948430520095516,0.7924603581915112,0.9828231661368975,0.8876099630730204
0.8197579869714176,0.9604529386158845,0.858381288179266,0.8671161938998649,0.9215370706136374,0.6065484600892138
1.0,0.6299605249474366,0.9346983790718016,0.7555591263102404,1.0,0.8141965111318615
0.9765879351417771,1.0,0.6263348875033827,0.8662554251175572,0.9581326637520823,0.7183784355989347
0.7178576320984552,1.0,0.6454745825656247,0.6490803956455863,1.0,0.8831282961553727
0.9792869838793745,1.0,0.9549865183118769,0.8628186989687939,0.8647696255129215,0.9483028671657155
0.9714045207910317,0.9632938582807699,0.9088529106320754,0.8120683182749401,0.9714045207910317,0.9020475686077025
0.9542515211285343,0.9632938582807699,0.9546383111260427,0.8478020912196516,0.9632938582807699,0.6166955020397963
0.7883726012684112,0.8999628404700689,0.6432546018084438,0.7345769101651756,0.9765879351417771,0.9515881171164149
